total_messages_human;total_messages_agent;average_message_length_human;average_message_length_agent;world_nr;tick_nr
4;8;1.0;19.12;1;2520
4;8;1.0;19.12;1;2521
4;8;1.0;19.12;1;2522
4;8;1.0;19.12;1;2523
4;8;1.0;19.12;1;2524
4;8;1.0;19.12;1;2525
4;8;1.0;19.12;1;2526
4;8;1.0;19.12;1;2527
4;8;1.0;19.12;1;2528
4;8;1.0;19.12;1;2529
4;8;1.0;19.12;1;2530
4;8;1.0;19.12;1;2531
4;8;1.0;19.12;1;2532
4;8;1.0;19.12;1;2533
4;8;1.0;19.12;1;2534
4;8;1.0;19.12;1;2535
4;8;1.0;19.12;1;2536
4;8;1.0;19.12;1;2537
4;8;1.0;19.12;1;2538
4;8;1.0;19.12;1;2539
4;8;1.0;19.12;1;2540
4;8;1.0;19.12;1;2541
4;8;1.0;19.12;1;2542
4;8;1.0;19.12;1;2543
4;8;1.0;19.12;1;2544
4;8;1.0;19.12;1;2545
4;8;1.0;19.12;1;2546
4;8;1.0;19.12;1;2547
4;8;1.0;19.12;1;2548
4;8;1.0;19.12;1;2549
4;8;1.0;19.12;1;2550
4;8;1.0;19.12;1;2551
4;8;1.0;19.12;1;2552
4;8;1.0;19.12;1;2553
4;8;1.0;19.12;1;2554
4;8;1.0;19.12;1;2555
4;8;1.0;19.12;1;2556
4;8;1.0;19.12;1;2557
4;8;1.0;19.12;1;2558
4;8;1.0;19.12;1;2559
4;8;1.0;19.12;1;2560
4;8;1.0;19.12;1;2561
4;8;1.0;19.12;1;2562
4;8;1.0;19.12;1;2563
4;8;1.0;19.12;1;2564
4;8;1.0;19.12;1;2565
4;8;1.0;19.12;1;2566
4;8;1.0;19.12;1;2567
4;8;1.0;19.12;1;2568
4;8;1.0;19.12;1;2569
4;8;1.0;19.12;1;2570
4;8;1.0;19.12;1;2571
4;8;1.0;19.12;1;2572
4;8;1.0;19.12;1;2573
4;8;1.0;19.12;1;2574
4;8;1.0;19.12;1;2575
4;8;1.0;19.12;1;2576
4;8;1.0;19.12;1;2577
4;8;1.0;19.12;1;2578
4;8;1.0;19.12;1;2579
4;8;1.0;19.12;1;2580
4;8;1.0;19.12;1;2581
4;8;1.0;19.12;1;2582
4;8;1.0;19.12;1;2583
4;8;1.0;19.12;1;2584
4;8;1.0;19.12;1;2585
4;8;1.0;19.12;1;2586
4;8;1.0;19.12;1;2587
4;8;1.0;19.12;1;2588
4;8;1.0;19.12;1;2589
4;8;1.0;19.12;1;2590
4;8;1.0;19.12;1;2591
4;8;1.0;19.12;1;2592
4;8;1.0;19.12;1;2593
4;8;1.0;19.12;1;2594
4;8;1.0;19.12;1;2595
4;8;1.0;19.12;1;2596
4;8;1.0;19.12;1;2597
4;8;1.0;19.12;1;2598
4;8;1.0;19.12;1;2599
4;8;1.0;19.12;1;2600
4;8;1.0;19.12;1;2601
4;8;1.0;19.12;1;2602
4;8;1.0;19.12;1;2603
4;8;1.0;19.12;1;2604
4;8;1.0;19.12;1;2605
4;8;1.0;19.12;1;2606
4;8;1.0;19.12;1;2607
4;8;1.0;19.12;1;2608
4;8;1.0;19.12;1;2609
4;8;1.0;19.12;1;2610
4;8;1.0;19.12;1;2611
4;8;1.0;19.12;1;2612
4;8;1.0;19.12;1;2613
4;8;1.0;19.12;1;2614
4;8;1.0;19.12;1;2615
4;8;1.0;19.12;1;2616
4;8;1.0;19.12;1;2617
4;8;1.0;19.12;1;2618
4;8;1.0;19.12;1;2619
4;8;1.0;19.12;1;2620
4;8;1.0;19.12;1;2621
4;8;1.0;19.12;1;2622
4;8;1.0;19.12;1;2623
4;8;1.0;19.12;1;2624
4;8;1.0;19.12;1;2625
4;8;1.0;19.12;1;2626
4;8;1.0;19.12;1;2627
4;8;1.0;19.12;1;2628
4;8;1.0;19.12;1;2629
4;8;1.0;19.12;1;2630
4;8;1.0;19.12;1;2631
4;8;1.0;19.12;1;2632
4;8;1.0;19.12;1;2633
4;8;1.0;19.12;1;2634
4;8;1.0;19.12;1;2635
4;8;1.0;19.12;1;2636
4;8;1.0;19.12;1;2637
4;8;1.0;19.12;1;2638
4;8;1.0;19.12;1;2639
4;8;1.0;19.12;1;2640
4;8;1.0;19.12;1;2641
4;8;1.0;19.12;1;2642
4;8;1.0;19.12;1;2643
4;8;1.0;19.12;1;2644
4;8;1.0;19.12;1;2645
4;8;1.0;19.12;1;2646
4;8;1.0;19.12;1;2647
4;8;1.0;19.12;1;2648
4;8;1.0;19.12;1;2649
4;8;1.0;19.12;1;2650
4;8;1.0;19.12;1;2651
4;8;1.0;19.12;1;2652
4;8;1.0;19.12;1;2653
4;8;1.0;19.12;1;2654
4;8;1.0;19.12;1;2655
4;8;1.0;19.12;1;2656
4;8;1.0;19.12;1;2657
4;8;1.0;19.12;1;2658
4;8;1.0;19.12;1;2659
4;8;1.0;19.12;1;2660
4;8;1.0;19.12;1;2661
4;8;1.0;19.12;1;2662
4;8;1.0;19.12;1;2663
4;8;1.0;19.12;1;2664
4;8;1.0;19.12;1;2665
4;8;1.0;19.12;1;2666
4;8;1.0;19.12;1;2667
4;8;1.0;19.12;1;2668
4;8;1.0;19.12;1;2669
4;8;1.0;19.12;1;2670
4;8;1.0;19.12;1;2671
4;8;1.0;19.12;1;2672
4;8;1.0;19.12;1;2673
4;8;1.0;19.12;1;2674
4;8;1.0;19.12;1;2675
4;8;1.0;19.12;1;2676
4;8;1.0;19.12;1;2677
4;8;1.0;19.12;1;2678
4;8;1.0;19.12;1;2679
4;8;1.0;19.12;1;2680
4;8;1.0;19.12;1;2681
4;8;1.0;19.12;1;2682
4;8;1.0;19.12;1;2683
4;8;1.0;19.12;1;2684
4;8;1.0;19.12;1;2685
4;8;1.0;19.12;1;2686
4;8;1.0;19.12;1;2687
4;8;1.0;19.12;1;2688
4;8;1.0;19.12;1;2689
4;8;1.0;19.12;1;2690
4;8;1.0;19.12;1;2691
4;8;1.0;19.12;1;2692
4;8;1.0;19.12;1;2693
4;8;1.0;19.12;1;2694
4;8;1.0;19.12;1;2695
4;8;1.0;19.12;1;2696
4;8;1.0;19.12;1;2697
4;8;1.0;19.12;1;2698
4;8;1.0;19.12;1;2699
4;8;1.0;19.12;1;2700
4;8;1.0;19.12;1;2701
4;8;1.0;19.12;1;2702
4;8;1.0;19.12;1;2703
4;8;1.0;19.12;1;2704
4;8;1.0;19.12;1;2705
4;8;1.0;19.12;1;2706
4;8;1.0;19.12;1;2707
4;8;1.0;19.12;1;2708
4;8;1.0;19.12;1;2709
4;8;1.0;19.12;1;2710
4;8;1.0;19.12;1;2711
4;8;1.0;19.12;1;2712
4;8;1.0;19.12;1;2713
4;8;1.0;19.12;1;2714
4;8;1.0;19.12;1;2715
4;8;1.0;19.12;1;2716
4;8;1.0;19.12;1;2717
4;8;1.0;19.12;1;2718
4;8;1.0;19.12;1;2719
4;8;1.0;19.12;1;2720
4;8;1.0;19.12;1;2721
4;8;1.0;19.12;1;2722
4;8;1.0;19.12;1;2723
4;8;1.0;19.12;1;2724
4;8;1.0;19.12;1;2725
4;8;1.0;19.12;1;2726
4;8;1.0;19.12;1;2727
4;8;1.0;19.12;1;2728
4;8;1.0;19.12;1;2729
4;8;1.0;19.12;1;2730
4;8;1.0;19.12;1;2731
4;8;1.0;19.12;1;2732
4;8;1.0;19.12;1;2733
4;8;1.0;19.12;1;2734
4;8;1.0;19.12;1;2735
4;8;1.0;19.12;1;2736
4;8;1.0;19.12;1;2737
4;8;1.0;19.12;1;2738
4;8;1.0;19.12;1;2739
4;8;1.0;19.12;1;2740
4;8;1.0;19.12;1;2741
4;8;1.0;19.12;1;2742
4;8;1.0;19.12;1;2743
4;8;1.0;19.12;1;2744
4;8;1.0;19.12;1;2745
4;8;1.0;19.12;1;2746
4;8;1.0;19.12;1;2747
4;8;1.0;19.12;1;2748
4;8;1.0;19.12;1;2749
4;8;1.0;19.12;1;2750
4;8;1.0;19.12;1;2751
4;8;1.0;19.12;1;2752
4;8;1.0;19.12;1;2753
4;8;1.0;19.12;1;2754
4;8;1.0;19.12;1;2755
4;8;1.0;19.12;1;2756
4;8;1.0;19.12;1;2757
4;8;1.0;19.12;1;2758
4;8;1.0;19.12;1;2759
4;8;1.0;19.12;1;2760
4;8;1.0;19.12;1;2761
4;8;1.0;19.12;1;2762
4;8;1.0;19.12;1;2763
4;8;1.0;19.12;1;2764
4;8;1.0;19.12;1;2765
4;8;1.0;19.12;1;2766
4;8;1.0;19.12;1;2767
4;8;1.0;19.12;1;2768
4;8;1.0;19.12;1;2769
4;8;1.0;19.12;1;2770
4;8;1.0;19.12;1;2771
4;8;1.0;19.12;1;2772
4;8;1.0;19.12;1;2773
4;8;1.0;19.12;1;2774
4;8;1.0;19.12;1;2775
4;8;1.0;19.12;1;2776
4;8;1.0;19.12;1;2777
4;8;1.0;19.12;1;2778
4;8;1.0;19.12;1;2779
4;8;1.0;19.12;1;2780
4;8;1.0;19.12;1;2781
4;8;1.0;19.12;1;2782
4;8;1.0;19.12;1;2783
4;8;1.0;19.12;1;2784
4;8;1.0;19.12;1;2785
4;8;1.0;19.12;1;2786
4;8;1.0;19.12;1;2787
4;8;1.0;19.12;1;2788
4;8;1.0;19.12;1;2789
4;8;1.0;19.12;1;2790
4;8;1.0;19.12;1;2791
4;8;1.0;19.12;1;2792
4;8;1.0;19.12;1;2793
4;8;1.0;19.12;1;2794
4;8;1.0;19.12;1;2795
4;8;1.0;19.12;1;2796
4;8;1.0;19.12;1;2797
4;8;1.0;19.12;1;2798
4;8;1.0;19.12;1;2799
4;8;1.0;19.12;1;2800
4;8;1.0;19.12;1;2801
4;8;1.0;19.12;1;2802
4;8;1.0;19.12;1;2803
4;8;1.0;19.12;1;2804
4;8;1.0;19.12;1;2805
4;8;1.0;19.12;1;2806
4;8;1.0;19.12;1;2807
4;8;1.0;19.12;1;2808
4;8;1.0;19.12;1;2809
4;8;1.0;19.12;1;2810
4;8;1.0;19.12;1;2811
4;8;1.0;19.12;1;2812
4;8;1.0;19.12;1;2813
4;8;1.0;19.12;1;2814
4;8;1.0;19.12;1;2815
4;8;1.0;19.12;1;2816
4;8;1.0;19.12;1;2817
4;8;1.0;19.12;1;2818
4;8;1.0;19.12;1;2819
4;8;1.0;19.12;1;2820
4;8;1.0;19.12;1;2821
4;8;1.0;19.12;1;2822
4;8;1.0;19.12;1;2823
4;8;1.0;19.12;1;2824
4;8;1.0;19.12;1;2825
4;8;1.0;19.12;1;2826
4;8;1.0;19.12;1;2827
4;8;1.0;19.12;1;2828
4;8;1.0;19.12;1;2829
4;8;1.0;19.12;1;2830
4;8;1.0;19.12;1;2831
4;8;1.0;19.12;1;2832
4;8;1.0;19.12;1;2833
4;8;1.0;19.12;1;2834
4;8;1.0;19.12;1;2835
4;8;1.0;19.12;1;2836
4;8;1.0;19.12;1;2837
4;8;1.0;19.12;1;2838
4;8;1.0;19.12;1;2839
4;8;1.0;19.12;1;2840
4;8;1.0;19.12;1;2841
4;8;1.0;19.12;1;2842
4;8;1.0;19.12;1;2843
4;8;1.0;19.12;1;2844
4;8;1.0;19.12;1;2845
4;8;1.0;19.12;1;2846
4;8;1.0;19.12;1;2847
4;8;1.0;19.12;1;2848
4;8;1.0;19.12;1;2849
4;8;1.0;19.12;1;2850
4;8;1.0;19.12;1;2851
4;8;1.0;19.12;1;2852
4;8;1.0;19.12;1;2853
4;8;1.0;19.12;1;2854
4;8;1.0;19.12;1;2855
4;8;1.0;19.12;1;2856
4;8;1.0;19.12;1;2857
4;8;1.0;19.12;1;2858
4;8;1.0;19.12;1;2859
4;8;1.0;19.12;1;2860
4;8;1.0;19.12;1;2861
4;8;1.0;19.12;1;2862
4;8;1.0;19.12;1;2863
4;8;1.0;19.12;1;2864
4;8;1.0;19.12;1;2865
4;8;1.0;19.12;1;2866
4;8;1.0;19.12;1;2867
4;8;1.0;19.12;1;2868
4;8;1.0;19.12;1;2869
4;8;1.0;19.12;1;2870
4;8;1.0;19.12;1;2871
4;8;1.0;19.12;1;2872
4;8;1.0;19.12;1;2873
4;8;1.0;19.12;1;2874
4;8;1.0;19.12;1;2875
4;8;1.0;19.12;1;2876
4;8;1.0;19.12;1;2877
4;8;1.0;19.12;1;2878
4;8;1.0;19.12;1;2879
4;8;1.0;19.12;1;2880
4;8;1.0;19.12;1;2881
4;8;1.0;19.12;1;2882
4;8;1.0;19.12;1;2883
4;8;1.0;19.12;1;2884
4;8;1.0;19.12;1;2885
4;8;1.0;19.12;1;2886
4;8;1.0;19.12;1;2887
4;8;1.0;19.12;1;2888
4;8;1.0;19.12;1;2889
4;8;1.0;19.12;1;2890
4;8;1.0;19.12;1;2891
4;8;1.0;19.12;1;2892
4;8;1.0;19.12;1;2893
4;8;1.0;19.12;1;2894
4;8;1.0;19.12;1;2895
4;8;1.0;19.12;1;2896
4;8;1.0;19.12;1;2897
4;8;1.0;19.12;1;2898
4;8;1.0;19.12;1;2899
4;8;1.0;19.12;1;2900
4;8;1.0;19.12;1;2901
4;8;1.0;19.12;1;2902
4;8;1.0;19.12;1;2903
4;8;1.0;19.12;1;2904
4;8;1.0;19.12;1;2905
4;8;1.0;19.12;1;2906
4;8;1.0;19.12;1;2907
4;8;1.0;19.12;1;2908
4;8;1.0;19.12;1;2909
4;8;1.0;19.12;1;2910
4;8;1.0;19.12;1;2911
4;8;1.0;19.12;1;2912
4;8;1.0;19.12;1;2913
4;8;1.0;19.12;1;2914
4;8;1.0;19.12;1;2915
4;8;1.0;19.12;1;2916
4;8;1.0;19.12;1;2917
4;8;1.0;19.12;1;2918
4;8;1.0;19.12;1;2919
4;8;1.0;19.12;1;2920
4;8;1.0;19.12;1;2921
4;8;1.0;19.12;1;2922
4;8;1.0;19.12;1;2923
4;8;1.0;19.12;1;2924
4;8;1.0;19.12;1;2925
4;8;1.0;19.12;1;2926
4;8;1.0;19.12;1;2927
4;8;1.0;19.12;1;2928
4;8;1.0;19.12;1;2929
4;8;1.0;19.12;1;2930
4;8;1.0;19.12;1;2931
4;8;1.0;19.12;1;2932
4;8;1.0;19.12;1;2933
4;8;1.0;19.12;1;2934
4;8;1.0;19.12;1;2935
4;8;1.0;19.12;1;2936
4;8;1.0;19.12;1;2937
4;8;1.0;19.12;1;2938
4;8;1.0;19.12;1;2939
4;8;1.0;19.12;1;2940
4;8;1.0;19.12;1;2941
4;8;1.0;19.12;1;2942
4;8;1.0;19.12;1;2943
4;8;1.0;19.12;1;2944
4;8;1.0;19.12;1;2945
4;8;1.0;19.12;1;2946
4;8;1.0;19.12;1;2947
4;8;1.0;19.12;1;2948
4;8;1.0;19.12;1;2949
4;8;1.0;19.12;1;2950
4;8;1.0;19.12;1;2951
4;8;1.0;19.12;1;2952
4;8;1.0;19.12;1;2953
4;8;1.0;19.12;1;2954
4;8;1.0;19.12;1;2955
4;8;1.0;19.12;1;2956
4;8;1.0;19.12;1;2957
4;8;1.0;19.12;1;2958
4;8;1.0;19.12;1;2959
4;8;1.0;19.12;1;2960
4;8;1.0;19.12;1;2961
4;8;1.0;19.12;1;2962
4;8;1.0;19.12;1;2963
4;8;1.0;19.12;1;2964
4;8;1.0;19.12;1;2965
4;8;1.0;19.12;1;2966
4;8;1.0;19.12;1;2967
4;8;1.0;19.12;1;2968
4;8;1.0;19.12;1;2969
4;8;1.0;19.12;1;2970
4;8;1.0;19.12;1;2971
4;8;1.0;19.12;1;2972
4;8;1.0;19.12;1;2973
4;8;1.0;19.12;1;2974
4;8;1.0;19.12;1;2975
4;8;1.0;19.12;1;2976
4;8;1.0;19.12;1;2977
4;8;1.0;19.12;1;2978
4;8;1.0;19.12;1;2979
4;8;1.0;19.12;1;2980
4;8;1.0;19.12;1;2981
4;8;1.0;19.12;1;2982
4;8;1.0;19.12;1;2983
4;8;1.0;19.12;1;2984
4;8;1.0;19.12;1;2985
4;8;1.0;19.12;1;2986
4;8;1.0;19.12;1;2987
4;8;1.0;19.12;1;2988
4;8;1.0;19.12;1;2989
4;8;1.0;19.12;1;2990
4;8;1.0;19.12;1;2991
4;8;1.0;19.12;1;2992
4;8;1.0;19.12;1;2993
4;8;1.0;19.12;1;2994
4;8;1.0;19.12;1;2995
4;8;1.0;19.12;1;2996
4;8;1.0;19.12;1;2997
4;8;1.0;19.12;1;2998
4;8;1.0;19.12;1;2999
4;8;1.0;19.12;1;3000
4;8;1.0;19.12;1;3001
4;8;1.0;19.12;1;3002
4;8;1.0;19.12;1;3003
4;8;1.0;19.12;1;3004
4;8;1.0;19.12;1;3005
4;8;1.0;19.12;1;3006
4;8;1.0;19.12;1;3007
4;8;1.0;19.12;1;3008
4;8;1.0;19.12;1;3009
4;8;1.0;19.12;1;3010
4;8;1.0;19.12;1;3011
4;8;1.0;19.12;1;3012
4;8;1.0;19.12;1;3013
4;8;1.0;19.12;1;3014
4;8;1.0;19.12;1;3015
4;8;1.0;19.12;1;3016
4;8;1.0;19.12;1;3017
4;8;1.0;19.12;1;3018
4;8;1.0;19.12;1;3019
4;8;1.0;19.12;1;3020
4;8;1.0;19.12;1;3021
4;8;1.0;19.12;1;3022
4;8;1.0;19.12;1;3023
4;8;1.0;19.12;1;3024
4;8;1.0;19.12;1;3025
4;8;1.0;19.12;1;3026
4;8;1.0;19.12;1;3027
4;8;1.0;19.12;1;3028
4;8;1.0;19.12;1;3029
4;8;1.0;19.12;1;3030
4;8;1.0;19.12;1;3031
4;8;1.0;19.12;1;3032
4;8;1.0;19.12;1;3033
4;8;1.0;19.12;1;3034
4;8;1.0;19.12;1;3035
4;8;1.0;19.12;1;3036
4;8;1.0;19.12;1;3037
4;8;1.0;19.12;1;3038
4;8;1.0;19.12;1;3039
4;8;1.0;19.12;1;3040
4;8;1.0;19.12;1;3041
4;8;1.0;19.12;1;3042
4;8;1.0;19.12;1;3043
4;8;1.0;19.12;1;3044
4;8;1.0;19.12;1;3045
4;8;1.0;19.12;1;3046
4;8;1.0;19.12;1;3047
4;8;1.0;19.12;1;3048
4;8;1.0;19.12;1;3049
4;8;1.0;19.12;1;3050
4;8;1.0;19.12;1;3051
4;8;1.0;19.12;1;3052
4;8;1.0;19.12;1;3053
4;8;1.0;19.12;1;3054
4;8;1.0;19.12;1;3055
4;8;1.0;19.12;1;3056
4;8;1.0;19.12;1;3057
4;8;1.0;19.12;1;3058
4;8;1.0;19.12;1;3059
4;8;1.0;19.12;1;3060
4;8;1.0;19.12;1;3061
4;8;1.0;19.12;1;3062
4;8;1.0;19.12;1;3063
4;8;1.0;19.12;1;3064
4;8;1.0;19.12;1;3065
4;8;1.0;19.12;1;3066
4;8;1.0;19.12;1;3067
4;8;1.0;19.12;1;3068
4;8;1.0;19.12;1;3069
4;8;1.0;19.12;1;3070
4;8;1.0;19.12;1;3071
4;8;1.0;19.12;1;3072
4;8;1.0;19.12;1;3073
4;8;1.0;19.12;1;3074
4;8;1.0;19.12;1;3075
4;8;1.0;19.12;1;3076
4;8;1.0;19.12;1;3077
4;8;1.0;19.12;1;3078
4;8;1.0;19.12;1;3079
4;8;1.0;19.12;1;3080
4;8;1.0;19.12;1;3081
4;8;1.0;19.12;1;3082
4;8;1.0;19.12;1;3083
4;8;1.0;19.12;1;3084
4;8;1.0;19.12;1;3085
4;8;1.0;19.12;1;3086
4;8;1.0;19.12;1;3087
4;8;1.0;19.12;1;3088
4;8;1.0;19.12;1;3089
4;8;1.0;19.12;1;3090
4;8;1.0;19.12;1;3091
4;8;1.0;19.12;1;3092
4;8;1.0;19.12;1;3093
4;8;1.0;19.12;1;3094
4;8;1.0;19.12;1;3095
4;8;1.0;19.12;1;3096
4;8;1.0;19.12;1;3097
4;8;1.0;19.12;1;3098
4;8;1.0;19.12;1;3099
4;8;1.0;19.12;1;3100
4;8;1.0;19.12;1;3101
4;8;1.0;19.12;1;3102
4;8;1.0;19.12;1;3103
4;8;1.0;19.12;1;3104
4;8;1.0;19.12;1;3105
4;8;1.0;19.12;1;3106
4;8;1.0;19.12;1;3107
4;8;1.0;19.12;1;3108
4;8;1.0;19.12;1;3109
4;8;1.0;19.12;1;3110
4;8;1.0;19.12;1;3111
4;8;1.0;19.12;1;3112
4;8;1.0;19.12;1;3113
4;8;1.0;19.12;1;3114
4;8;1.0;19.12;1;3115
4;8;1.0;19.12;1;3116
4;8;1.0;19.12;1;3117
4;8;1.0;19.12;1;3118
4;8;1.0;19.12;1;3119
4;8;1.0;19.12;1;3120
4;8;1.0;19.12;1;3121
4;8;1.0;19.12;1;3122
4;8;1.0;19.12;1;3123
4;8;1.0;19.12;1;3124
4;8;1.0;19.12;1;3125
4;8;1.0;19.12;1;3126
4;8;1.0;19.12;1;3127
4;8;1.0;19.12;1;3128
4;8;1.0;19.12;1;3129
4;8;1.0;19.12;1;3130
4;8;1.0;19.12;1;3131
4;8;1.0;19.12;1;3132
4;8;1.0;19.12;1;3133
4;8;1.0;19.12;1;3134
4;8;1.0;19.12;1;3135
